Q9S7I6;821240
O22938;818781
C0LGG9;841779
C0LGP4;823911
O82318;817121
C0LGX3;836700
Q9SCT4;824337
Q9LNK3;840345
C0LGE0;837278
C0LGU1;833722
C0LGG8;841778
C0LGK9;816957
F4IVP3;817248
Q9ZUI0;816947
C0LGD7;837196
C0LGH3;842066
C0LGN2;820713
F4I336;839851
F4I337;839852
Q9LFG1;824527
F4I3K0;842064
Q9LJW7;822523
Q9FL51;830585
C0LGH2;842065
Q9ASQ6;839850
Q9FXF2;839853
F4KAX4;830683
Q9FRI1;839116
F4I3K4;842067
Q8GZ99;835039
C0LGP9;824776
Q9LVN2;835927
Q9SSM0;6240885
Q9LK43;821957
C0LGG7;841777
Q9LT96;835040
Q8GY50;844301
O64794;843072
Q8GX94;836392
C0LGF4;840032
C0LGL9;818130
Q93ZS4;842374
Q9ZUK3;815997
Q9S9U3;832764
Q9C9N5;843001
P43298;842930
Q7FZR1;832660
F4JGB6;825737
Q9C9H6;843480
Q9C9H7;843481
F4J8G2;819733
C0LGI5;843336
Q9LVM0;835942
F4J519;820272
Q8RY65;822143
Q9SKG5;815862
Q0WR59;830865
F4K685;835041
C0LGS3;829879
Q9LS79;821887
O64757;818058
Q94C77;829571
C0LGT1;830893
C0LGX1;836649
Q9FHL8;832405
Q9SHI4;838296
Q9M9X0;819732
Q06BH3;816618
O48788;817214
Q9SRL7;820279
